Application ID,Name,Alias Name,Description,Owned by,Delegate,Active,Status,Criticality Tier,Data classification,Access Revalidation Frequency,Access Revalidation Last Performed,Access Review N/A,ASCA Certified,Business Unit,CI Flag,Cost center,Data Privacy,IBM & RH Fin Sig,Link to Access Revalidation Documentation,Next Access Revalidation Review Date,Privacy (PIA) assessment URL,RH High Risk,RH SOC2,RWI,SOA Applicable,SOA Approval Date,SOA Approver,SOA Expiration Date,Security (ESS) assessment URL,Service Impact Analysis (SIA) URL,Application type,Architecture type,Architecture type.1,Cloud Account ID,OwnedBy Department
FLAG-001,semaphore-flags,EXD/SP,CI for publishing pipeline freeze flags,Jiri Kriz,John Casey,True,In Production,C4,RH-Restricted(+PII),Annually,,False,False,,,,48eb476adbce0dd033c345e8139619bc,False,,,https://source.redhat.com/departments/it/it-information-security/data_privacy/data_privacy_wiki/data_processing_record_instructions_introduction,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000Wgair,Custom,,,,
HAS-001,Hybrid Application Service,,This application is part of AppStudio and consists of one components 1) A Kubernetes operator to create and manage applications and control the lifecycle of applications.,Cathal O'Connor,Krunoslav Pavic,True,Limited Service,C4,RH-Restricted(+PII),Annually,,False,False,,,,982d6a3bdb5ec9d0c4db45e813961958,False,,,https://assess.truste.com/#/report/b30ce0a7-0690-4534-afd2-e75488c39006/summary,False,False,False,True,2025-05-27,Joe Tinkham,2027-05-27,https://redhat.service-now.com/nav_to.do?uri=cmdb_ci_business_app.do?sys_id=9c2d6a3bdb5ec9d0c4db45e813961957%26sysparm_view=pia,https://redhat-fusion.force.com/portal/s/application/a035Y00000Wgtzd,SaaS,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
HIVE-001,HIVE,,OpenShift Cluster Creation API,Mike Worthington,Eric Fried,True,In Production,C1,,Annually,,False,False,,,,1ba8d36e8749955007c9ed3c8bbb3512,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000OajM7,SaaS,,,,
HYDR-003,Hydra Bridge,,"Scalable middleware layer that connects internal systems with Salesforce via REST APIs. It acts as a unified integration point, streamlining communication, transforming payloads, and enabling seamless data exchange across enterprise applications.",Devayush Bajaj,Ankit Bajpai,True,In Production,C1,,Annually,,False,False,,,,7fc452403b6faad0fdf1bd8c24e45a94,False,,,,False,False,True,False,,,,,,Custom,,,,
HYDR-004,Hydra Attachments,,Hydra Attachments for SCT to link attachments to support cases,Chaitanya Gujarathi,Ankit Bajpai,True,In Production,C1,,Annually,,False,False,,,,a48a47963b6b2618fdf1bd8c24e45a1a,False,,,,False,False,False,False,,,,,,Custom,,,,
JMA-001,Jira Mobile App,,"The mobile app for Red Hat One Jira, which provides project, program, and portfolio management via a mobile app.",Abby Domanowski,Stacey Hamilton,True,Implementing,C4,RH-Restricted(+PII),Annually,,False,False,,,,d6b4ae5d33065ad0175f02b19e5c7bce,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000qdT7E,COTS,"External (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
KBPL-001,Konflux Build Pipeline,,Konflux build pipelines https://github.com/konflux-ci/build-definitions,Ladislav Kolacek,Mykola Morhun,True,In Production,C2,RH-Restricted(+PII),Annually,,False,False,,,,2afd441b2b7c2e54ec2ef42f4e91bf3f,False,,,,False,False,False,True,2026-01-13,Joe Tinkham,2026-07-27,,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
KUI-001,Konflux UI,,UI for Red Hat Konflux. Repository: https://github.com/konflux-ci/konflux-ui,Adam Ormandy,Sahil Budhwar,True,In Production,C4,RH-Restricted(+PII),Annually,,False,False,,,,e1a984e03bf1de182800053a85e45a87,False,,,https://redhat.service-now.com/help?id=rh_survey_detail&sys_id=428aa03d3bb19e54053f8e7a25e45a96,False,False,False,True,2026-01-21,Katie Mulliken,2026-07-20,,https://redhat-fusion.force.com/portal/s/application/a035Y00000qdSHR,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
MOD-001,Manager On Duty,XE/DX,"When on duty  support managers shift is finished, they use the app to handover their critical open support cases to the next manager in different time zones. Support managers add case numbers and optional notes on each case on the app. Then by clicking a button an email will be sent to the support team that contains case lists, notes, case counts in different categories and link to a SalesForce report.",Pravin Pareekh,Homa Seyed Alshohadaei,True,In Production,C2,RH-Restricted(+PII),Annually,,False,False,,,,613f3bf687f78e14d5cc642c8bbb35b4,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000qdL9H,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
MONK-001,Monk,,Google Doc extension to assist the Product Security > Security Research team in their workflow.,Thibault Guittet,Thibault Guittet,True,Pilot,C4,RH-Restricted(+PII),Annually,,False,False,,,,c95052c9db67011033c345e8139619f9,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000WhieC,SaaS,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
OCUI-002,OCMUI,,Product OCM UI /Openshift development and testing,Joseph Caiani,Jayakrishnan Mekkattillam,True,In Production,C1,,Annually,,False,False,,,,49e0cf6093a2a6d47df0bfbd1dba1038,False,,,,False,False,False,False,,,,,,Custom,,,,
OIA-004,ObsInt Dataverse Lightspeed,,Observability Intelligence tool chain to pre-process and populate Lightspeed data in Dataverse.,Martin Bacovsky,Tomas Sedlacek,True,Implementing,C4,RH-Restricted(+PII),Annually,,False,False,,,,544b76f92b48be1ca827f3a3d891bfb9,False,,,,False,False,False,False,,,,,,Custom,Non-Web Application / Service (regardless of user base and intranet/internet facing),,,
ONEP-005,One Platform Notifications Service,XE/DX,Notifications Service that provides APIs and interfaces for Email Templates for the One Platform / Experience Platform.,Nilesh Patil,Mayur Deshmukh,True,In Production,C1,RH-Restricted(+PII),Annually,,False,False,,,,c707eece87992510a92b4156cebb3532,False,,,https://redhat.service-now.com/nav_to.do?uri=asmt_assessment_instance.do?sys_id=3e115efc93926a187df0bfbd1dba1082,False,False,True,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000g0Dql,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
PERF-017,AWS account to run Konflux perf&scale tests,,"AWS account to run Konflux perf&scale tests
https://docs.google.com/document/d/1fZZ6qT1eyHT0UKxtiNa-VF3o7mdGHTDwdzavoRkrwNI/edit?tab=t.dt49brhizmjb#heading=h.mvwyex18a0pz",Pradeep Surisetty,Jan Hutar,True,In Production,C1,,Annually,,False,False,,,,107d583a3b562ad02800053a85e45a5d,False,,,,False,False,False,False,,,,,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
PRIM-002,Primer,,"Primer is the single layer shared by all applications on the Red Hat Customer Portal. Primer consists of a component library, the Customer Portal header and footer menus, common JS and CSS for the portal, SSO integration, and Customer Portal Analytics.",Tyler Martin,Matt Smith,True,In Production,C1,,Annually,,False,False,,,,e56f87edfb5ab618ece2f7744eefdc2c,False,,,,False,False,False,False,,,,,,Custom,,,,
QUBI-001,qubip-demo,,EU grant QUBIP demo,Dmitry Belyavskiy,Matej Tyc,True,Pilot,C1,,Annually,,False,False,,,,0ec2d5112b33e250a827f3a3d891bffd,False,,,,False,False,False,False,,,,,,Custom,,,,
RHDH-007,rhdh-sidekick,,"RHDH Sidekick is a locally-running engineering assistant that integrates with development tools (GitHub, Jira, codebase) to automate routine tasks. It provides AI-powered search, release notes generation, test failure analysis, and interactive chat interfaces.",Rob Taniwa,Marcel Hild,True,Pilot,C4,RH-Restricted(+PII),Annually,,False,False,,,,7dbde8313bc032d0fdf1bd8c24e45a89,False,,,,False,False,False,False,,,,,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
RHOB-002,RHOBS for ROSA,,Regionalized observability platform for ROSA (RHOBS.next),Daniel Mohr,Moad Zardab,True,Implementing,C1,RH-Restricted,Annually,,False,False,,,,9186f27e3ba93a14fdf1bd8c24e45af6,False,,,,False,False,False,False,,,,,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
RHSM-002,subscription-admin,RHSM Admin,Web UI access to view some entitlement data of candlepin-util,Gregg Tanzillo,Henning Seljenes,True,In Production,C4,RH-Restricted(+PII),Annually,,False,False,,,,5406e05adba8f410c4db45e813961985,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000QcTjY,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
RHSM-010,Subscription Watch,,Customer facing service for monitoring their usage of RH products. It also provides the analytics pipeline that is used for billing customers for their usage of our metered offerings on AWS & Azure,Barnaby Court,Lindsey Burnett,True,In Production,C3,RH-Restricted(+PII),Annually,,False,False,,,,bee4d8d6971f8694f5d07c7e6253af9e,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000qdIXM,Custom,,,,
SAC-001,Start a call,XE/DX,A customer portal app hosted on Spaship for starting automated calls for customers needing support.,Pravin Pareekh,Jordan Eudy,True,In Production,C1,RH-Restricted(+PII),Annually,,False,False,,,,ca81df7d3b4836dcaa748c9c24e45a19,False,,,,False,False,True,False,,,,,,Custom,,,,
SFTP-003,IT Marketing SFTP - Filefly Storage,XE/DX,"SFTP Storage ( S3 bucket ) for Marketing hosted in AWS SFTP ( Filefly SFTP-002 , the frontend )",Steve Newsted,Jeffery Bagirimvano,True,In Production,C4,RH-Restricted(+PII),Annually,,False,False,,,,b6f5205adba8f410c4db45e813961952,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000QcT6J,Custom,,,,DSD
SHIP-001,ship-help slack bot,,"SHIP is an organization in Hybrid Platforms responsible for the OpenShift product pipeline (CI, Testing, Build, and Release). Product engineers regularly need to navigate this organization to find answers relevant to the domain. The @ship-help bot is designed to provide interactive guidance to these engineers, answering common questions, and steering them to appropriate resources whenever possible.
The implementation utilizes approved generative Gemini AI models and team specific grounding data to provide this guidance. The AIA assement for this behavior is AIA-397 (approval details https://docs.google.com/document/d/153A5-549EqQRuI2QlHQEjntBhZsDAneODUHus8REs-U/edit?tab=t.0 ). The Slack application itself is hosted in a Red Hat managed public cloud account.",Justin Pierce,Stephen Goeddel,True,Implementing,C4,RH-Restricted(+PII),Annually,,False,False,,,,e0ef7f993b983a94aa748c9c24e45ae4,False,,,https://redhat.service-now.com/help?id=survey_detail&instance_id=ba79fe1e3b54be1840980524c3e45a6a,False,False,False,False,,,,,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
SPAC-001,SPAship Access.redhat.com,XE/DX,This code is used for all of the various SPA related applications for access.redhat.com,Kyle Buchanan,Daniel Faucette,True,In Production,C1,RH-Public,Annually,,False,False,,,,8cdf8ffd1b3909104cec766dcc4bcbc8,False,,,,False,False,True,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000WgLXi,Custom,,,,
SPAS-001,SPAship,XE/DX,"SPAship is a an Internal project, Deployment platform developed by DXP team (former Customer Platform) and deployed over Managed Platform plus. It contribute to Developer Experience by reducing the deployment time to few seconds which is 400 to 500% less than previous deployment time. ",Nilesh Patil,Soumyadip Chowdhury,True,In Production,C1,RH-Internal,Annually,2023-06-22,False,False,,,,e406245adba8f410c4db45e813961904,False,https://docs.google.com/spreadsheets/d/1DZEKDVSUV6oD4QsVuWUI23Jq6VZUufwnSB6NXhTrFiA/edit?usp=sharing,2024-06-22,https://redhat.service-now.com/asmt_assessment_instance.do?sys_id=561bda173b3526542800053a85e45aa7&sysparm_record_target=asmt_assessment_instance&sysparm_record_row=1&sysparm_record_rows=1&sysparm_record_list=metric_type%3Dea4c7235db9f30d0b1c027374896196c%5EORmetric_type%3Dde4d20dc1b36d698432e53de034bcba0%5Esn_grc_profile.applies_to%3D9b3b6dcf1b949894477e43fccd4bcb89%5ENQmetric_type%3Dea4c7235db9f30d0b1c027374896196c%5EORmetric_type%3Dde4d20dc1b36d698432e53de034bcba0%5Erelated_id_3%3D9b3b6dcf1b949894477e43fccd4bcb89%5EEQ%5EORDERBYnumber,False,False,True,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000QcTOl,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
SPCL-001,SPAship (Search) cloud.redhat.com,XE/DX,"This code is used for the Search SPA in the cloud.redhat.com application, located at the /search path. ",Diwanshi Gadgil,Daniel Faucette,True,In Production,C1,RH-Public,Annually,,False,False,,,,be325ff91bb909104cec766dcc4bcb56,False,,,,False,False,True,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000WgLXr,Custom,,,,
SPCO-001,SPAship (Search) connect.redhat.com,XE/DX,"This code is used for the Search SPA in the connect.redhat.com application, located at the /search path. ",Diwanshi Gadgil,Daniel Faucette,True,In Production,C1,RH-Public,Annually,,False,False,,,,a89053b91b7909104cec766dcc4bcb3d,False,,,,False,False,True,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000WgLXm,Custom,,,,
STAT-001,Statuspage IO status.redhat.com,XE/DX,Public facing service monitoring  for access.redhat.com,Steve Newsted,Rob Coffman,True,In Production,C1,RH-Public,Annually,,False,False,,,,2006245adba8f410c4db45e81396191e,False,,,,False,False,True,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000QcTLU,SaaS,,,,
SUBG-016,Learning Path Subgraph,XE/DX,Subgraph for Learning Path Resources.,Nilesh Patil,Ishan Show,True,Implementing,C1,RH-Restricted(+PII),Annually,,False,False,,,,9c93e84dfbaee250ece2f7744eefdcf0,False,,,https://redhat.service-now.com/asmt_assessment_instance.do?sys_id=2cfc29cd2baaa294d91bf7e3d891bf9e&sysparm_view=&sysparm_record_target=asmt_assessment_instance&sysparm_record_row=1&sysparm_record_list=metric_type%3Dea4c7235db9f30d0b1c027374896196c%5EORmetric_type%3Dde4d20dc1b36d698432e53de034bcba0%5Esn_grc_profile.applies_to%3D1c93e84dfbaee250ece2f7744eefdcef%5ENQmetric_type%3Dea4c7235db9f30d0b1c027374896196c%5EORmetric_type%3Dde4d20dc1b36d698432e53de034bcba0%5Erelated_id_3%3D1c93e84dfbaee250ece2f7744eefdcef%5EEQ%5EORDERBYnumber&sysparm_record_rows=1,False,False,True,False,,,,,,Custom,,,,
SUBG-017,Knowledge Base Subgraph,XE/DX,Subgraph for Knowledge Base,Nilesh Patil,Ishan Show,True,Implementing,C2,RH-Restricted(+PII),Annually,,False,False,,,,3e9b348dfbaa2650ece2f7744eefdcd8,False,,,https://redhat.service-now.com/asmt_assessment_instance.do?sys_id=c5fc61453362ea14c8c5abb13d5c7b50&sysparm_view=&sysparm_record_target=asmt_assessment_instance&sysparm_record_row=1&sysparm_record_list=metric_type%3Dea4c7235db9f30d0b1c027374896196c%5EORmetric_type%3Dde4d20dc1b36d698432e53de034bcba0%5Esn_grc_profile.applies_to%3Db29b348dfbaa2650ece2f7744eefdcd8%5ENQmetric_type%3Dea4c7235db9f30d0b1c027374896196c%5EORmetric_type%3Dde4d20dc1b36d698432e53de034bcba0%5Erelated_id_3%3Db29b348dfbaa2650ece2f7744eefdcd8%5EEQ%5EORDERBYnumber&sysparm_record_rows=1,False,False,False,False,,,,,,Custom,,,,
SUBG-018,Routing Lookup Subgraph,XE/DX,"The Routing Lookup subgraph will be responsible for resolving any incoming URLs (legacy or current) to its canonical content reference, specifically the content ID and content type (Article or Solution).

Its primary purpose will be to centralize how routing and redirects are handled across the KBase. So instead of having the FE infer whether a URL is valid, legacy, or needs to redirect, the Routing Lookup subgraph will provide a single queryable source of truth that maps all possible URL forms to their final destination.",Edward Chan,Didi Ohri,True,Implementing,C1,,Annually,,False,False,,,,e0ff8c2c3b617290fdf1bd8c24e45ad7,False,,,,False,False,True,False,,,,,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
SUSH-001,Support Shell,XE/DX,Support Shell,Matt Goodwin,Ryan Blakley,True,In Production,C4,RH-Restricted(+PII),Annually,,False,False,,,,ec06245adba8f410c4db45e81396192d,False,,,https://redhat.service-now.com/help?id=rh_survey_detail&sys_id=1a6c5a073b956ed42800053a85e45a3b,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000QcTjf,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
SUSH-003,Project Sunny,XE/DX,AI Assistant for troubleshooting customer case attachments,Matt Goodwin,Eric Jones,True,In Production,C3,RH-Restricted(+PII),Annually,,False,False,,,,c452111687b78618892464250cbb358a,False,,,https://redhat.service-now.com/nav_to.do?uri=asmt_assessment_instance.do?sys_id=a8fd59d21bffce54532233fccd4bcbec,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000qdKiC,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
TAPP-001,rhtap-planning,SF/Konflux,Automation jobs that support RHTAP planning efforts,Jeff Burke,Ralph Bean,True,Implementing,C4,RH-Restricted(+PII),Annually,,False,False,,,,59d75a9c1b6aedd0c57c3224cc4bcb08,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000g57za,Custom,,,,
TSR-001,Phased Gates Technical Supportability Review,XE-CAP,"Technical Supportability Review (TSR) is a tool that uses custom Phased Gates (PG) Insight Rules to perform a holistic and comprehensive review of OpenShift Cluster. It interacts with other systems like SFDC, Prodigy, Attachment Viewer and Google Suite to provide automated TSR output in HTML/JSON format. The tool is also complimented by related tools like OCP MG Toolbox container, PG Report Generator and Report Comparison tool developed internally by Phased Gates team.",Sachin Kharat,Carsten Lichy-Bittendorf,True,Limited Service,C1,,Annually,,False,False,,,,edbdedaffbeb5610ece2f7744eefdce5,False,,,,False,False,True,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000qdYf0,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
UNI-001,unifai,,"the APP is mean to allow users to connect between data sources and use models/tools/mcp servers in order to extract useful information to the users in questions.
data source examples: slack/documents.

internal RH SSO is implemented.
the URL provided is currently temporay and will move to an OCP deployment soon, refer to it as an example.",Omri Sabach,Saar Fireshtein,True,Implementing,C4,RH-Restricted(+PII),Annually,,False,False,,,,b00f7ca1fb3eee98ece2f7744eefdc78,False,,,https://redhat.service-now.com/help?id=survey_detail&instance_id=644f6da13372a6d8c8c5abb13d5c7bfd#sp_survey_root,False,False,False,False,,,,,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
UZOO-001,UserTesting Technologies,"UTT, formerly EnjoyHQ and UserZoom","UserTesting Technologies (UTT) is a full-stack user research tool. The UXD Research team plans to use use the research tooling to conduct both moderated and unmoderated studies (including video, audio, and screen sharing with consent from participants). They will also use a component of their tooling, EnjoyHQ, for data warehousing, analysis, synthesis, tagging, and internal sharing.  In May 2024, we received an approved PIA to include integration with Slack and Jira. Slack channel will be used by the UXD team to inform Red Hatters of insights gained from research studies that would be beneficial for making key product decisions. The integration with Jira will allow the UXD team to track the progress of Jira issues they have opened as a result of findings that were identified within the research studies.",Amber Asaro,Amber Asaro,True,In Production,C4,RH-Restricted(+PII),Semi-annually,,False,False,,,,8c4f6e2b8769555007c9ed3c8bbb35c9,False,,,https://source.redhat.com/departments/it/it-information-security/data_privacy/pia_wiki/userzoom_enjoyhq_privacy_impact_assessment_recommendations,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000ObBUQ,SaaS,,,,
XAKD-002,XE AI KCS Drafting API,XE/DX,"Our solution utilizes AI to streamline the creation of Knowledge-Centered Service (KCS) artifacts by aiding associates in generating initial drafts from available case details. This tool integrates with existing platforms, including Salesforce Classic, CaseView Plus, Customer Portal Drupal, and Cassie (formerly KBedit), to improve the drafting process. The final tool for deployment will be chosen based on stakeholder consensus and technical feasibility, guaranteeing smooth integration into current workflows.",Ankit Gadgil,Ryan Mullett,True,Implementing,C3,RH-Restricted(+PII),Annually,,False,False,,,,88a1706a3bef2a54aa748c9c24e45a83,False,,,https://redhat.service-now.com/help?id=survey_detail&instance_id=5f9270a22b67e2543389f985d391bff3#sp_survey_root,False,False,False,False,,,,https://redhat.service-now.com/now/nav/ui/classic/params/target/cmdb_ci_business_app.do%3Fsys_id%3Dc8a1706a3bef2a54aa748c9c24e45a82%26sysparm_view%3Dtext_search,,Custom,"Internal (INTRANET facing), target audience RH Associates (FTEs/Contractors)",,,
XRAY-001,XRAY Test Case Managment,,Manual & Automated Test Management App for QA. It's a full-featured tool that lives inside and seamlessly integrates with Jira.,Shea DeAntonio,Sagar Mahajan,True,Archived,C4,RH-Restricted(+PII),Annually,,False,False,,,,bc3fadba4720ce5014ff1e8dd46d43aa,False,,,,False,False,False,False,,,,,https://redhat-fusion.force.com/portal/s/application/a035Y00000t9RWJ,COTS,,,,
